No.,station_name,station_code,arrival_time,departure_time,notes
1,BANDUNG,BD,,18:10:00,
2,CIKUDAPATEUH,CTH,,-,
3,KIARACONDONG,KAC,18:19:00,18:25:00,
4,GEDEBAGE,GDB,,18:33:00,
5,CIMEKAR,CMK,,-,
6,RANCAEKEK,RCK,,18:39:00,
7,HAURPUGUR,HRP,,18:43:00,
8,CICALENGKA,CCL,,18:46:00,
9,NAGREG,NG,,18:59:00,
10,LEBAKJERO,LBJ,,19:07:00,
11,LELES,LL,19:17:00,19:20:00,
12,KARANGSARI,KRAI,,19:27:00,
13,LEUWIGOONG,LO,,-,
14,CIBATU,CB,,19:35:00,X KA 127 (KA 127 X)
15,WARUNGBANDREK,WB,,19:42:00,
16,BUMIWALUYA,BMW,,19:54:00,
17,CIPEUNDEUY,CPD,20:04:00,20:14:00,
18,CIRAHAYU,CAA,,20:27:00,
19,CIAWI,CAW,,20:35:00,
20,RAJAPOLAH,RJP,,20:43:00,X KA 287 (KA 287 X)
21,INDIHIANG,IH,,20:49:00,
22,TASIKMALAYA,TSM,20:54:00,20:57:00,
23,AWIPARI,AW,,21:03:00,
24,MANONJAYA,MNJ,,21:06:00,
25,CIAMIS,CI,21:17:00,21:19:00,
26,BOJONG,BJG,,21:27:00,
27,KARANGPUCUNG,KNP,,21:34:00,X KA 205F JJ (KA 205F JJ X)
28,BANJAR,BJR,21:40:00,21:44:00,
29,LANGEN,LN,,21:52:00,
30,MELUWUNG,MLW,,21:57:00,
31,CIPARI,CPI,,22:02:00,
32,SIDAREJA,SDR,22:08:00,22:10:00,
33,GANDRUNGMANGUN,GDM,,22:16:00,
34,KAWUNGANTEN,KWG,,22:21:00,
35,JERUKLEGI,JRL,,22:32:00,X KA 79 (KA 79 X)
36,LEBENG,LBG,,22:36:00,
37,KASUGIHAN,KH,,22:39:00,
38,MAOS,MA,22:42:00,22:44:00,
39,SIKAMPUH,SKP,,22:50:00,
40,KROYA,KYA,22:56:00,22:59:00,(KA L2642F-1 X)
41,KEMRANJEN,KJ,,23:05:00,
42,SUMPIUH,SPH,,23:08:00,
43,TAMBAK,TBK,,23:11:00,
44,IJO,IJ,,23:14:00,
45,GOMBONG,GB,23:21:00,23:23:00,
46,KARANGANYAR,KA,,23:30:00,
47,SRUWENG,SRW,,23:33:00,
48,KEBUMEN,KM,23:40:00,23:42:00,
49,WONOSARI,WNS,,23:47:00,
50,KUTOWINANGUN,KWN,,23:49:00,
51,PREMBUN,PRB,,23:53:00,
52,BUTUH,BTH,,23:58:00,
53,KUTOARJO,KTA,00:03:00,00:06:00,
54,JENAR,JN,,00:15:00,
55,WOJO,WJ,,00:20:00,
56,KEDUNDANG,KDG,,00:24:00,
57,WATES,WT,,00:28:00,
58,SENTOLO,STL,,00:36:00,
59,REWULU,RWL,,00:43:00,
60,PATUKAN,PTN,,00:46:00,
61,YOGYAKARTA,YK,00:51:00,00:56:00,
62,LEMPUYANGAN,LPN,,00:59:00,
63,MAGUWO,MGW,,01:03:00,
64,BRAMBANAN,BBN,,01:08:00,
65,SROWOT,SWT,,01:12:00,
66,KLATEN,KT,01:17:00,01:19:00,
67,CEPER,CE,,01:26:00,
68,DELANGGU,DL,,01:30:00,
69,GAWOK,GW,,01:33:00,
70,PURWOSARI,PWS,,01:37:00,
71,SOLOBALAPAN,SLO,01:41:00,01:44:00,
72,SOLOJEBRES,SK,,01:48:00,
73,PALUR,PL,,01:51:00,
74,KEMIRI,KMR,,01:54:00,
75,MASARAN,MSR,,01:59:00,
76,SRAGEN,SR,02:06:00,02:08:00,
77,KEBONROMO,KRO,,02:14:00,
78,KEDUNGBANTENG,KDB,,02:18:00,
79,WALIKUKUN,WK,,02:26:00,// KA 252 (KA 252 =)
80,KEDUNGGALAR,KG,,02:31:00,
81,NGAWI,NGW,02:38:00,02:40:00,
82,GENENG,GG,,02:46:00,
83,MAGETAN,MAG,,02:52:00,
84,MADIUN,MN,03:00:00,03:05:00,
85,BABADAN,BBD,,03:11:00,
86,CARUBAN,CRB,,03:16:00,
87,SARADAN,SRD,,03:21:00,
88,BAGOR,BGR,,03:31:00,
89,NGANJUK,NJ,03:37:00,03:39:00,
90,SUKOMORO,SKM,,03:44:00,
91,BARON,BRN,,03:50:00,
92,KERTOSONO,KTS,03:56:00,03:59:00,
93,PURWOASRI,PWA,,04:06:00,
94,PAPAR,PPR,,04:09:00,
95,MINGGIRAN,MGN,,04:12:00,
96,SUSUHAN,SS,,04:15:00,
97,KEDIRI,KD,04:20:00,04:23:00,
98,NGADILUWIH,NDL,,04:30:00,
99,KRAS,KRS,,04:34:00,
100,NGUJANG,NJG,,04:38:00,
101,TULUNGAGUNG,TA,04:44:00,04:46:00,
102,SUMBERGEMPOL,SBL,,04:51:00,
103,NGUNUT,NT,,04:55:00,X KA 421 (KA 421 X)
104,REJOTANGAN,RJ,,05:00:00,
105,BLITAR,BL,05:09:00,05:12:00,
106,GARUM,GRM,,05:21:00,
107,TALUN,TAL,,05:29:00,X KA 423 (KA 423 X)
108,WLINGI,WG,05:35:00,05:40:00,
109,KESAMBEN,KSB,,05:50:00,
110,POGAJIH,PGJ,,05:58:00,
111,SUMBERPUCUNG,SBP,,06:06:00,
112,NGEBRUK,NB,,06:12:00,X KA 69 (KA 69 X)
113,KEPANJEN,KPN,06:21:00,06:24:00,
114,PAKISAJI,PSI,,06:33:00,
115,MALANGKOTALAMA,MLK,06:44:00,06:46:00,
116,MALANG,ML,06:52:00,,(KA L2630-1 X)
