No.,station_name,station_code,arrival_time,departure_time,notes
1,BANDUNG,BD,,07:55:00,
2,CIKUDAPATEUH,CTH,,-,
3,KIARACONDONG,KAC,08:04:00,08:06:00,
4,GEDEBAGE,GDB,,08:13:00,
5,CIMEKAR,CMK,,-,
6,RANCAEKEK,RCK,,08:18:00,
7,HAURPUGUR,HRP,,08:22:30,
8,CICALENGKA,CCL,,08:25:00,// KA 348 (KA 348 =)
9,NAGREG,NG,,08:38:00,
10,LEBAKJERO,LBJ,,08:46:00,
11,LELES,LL,,08:55:00,
12,KARANGSARI,KRAI,,09:00:00,X KA 305 (KA 305 X)
13,LEUWIGOONG,LO,,-,
14,CIBATU,CB,,09:08:00,
15,WARUNGBANDREK,WB,,09:15:00,
16,BUMIWALUYA,BMW,,09:27:00,
17,CIPEUNDEUY,CPD,09:38:00,09:48:00,
18,CIRAHAYU,CAA,,10:01:00,
19,CIAWI,CAW,,10:09:00,
20,RAJAPOLAH,RJP,,10:19:00,
21,INDIHIANG,IH,,10:25:00,
22,TASIKMALAYA,TSM,10:32:00,10:36:00,X KA 283 (KA 283 X)
23,AWIPARI,AW,,10:42:00,
24,MANONJAYA,MNJ,,10:45:00,
25,CIAMIS,CI,10:56:00,10:58:00,
26,BOJONG,BJG,,11:07:00,
27,KARANGPUCUNG,KNP,,11:15:00,
28,BANJAR,BJR,11:22:00,11:29:00,X KA 77 (KA 77 X)
29,LANGEN,LN,,11:38:00,
30,MELUWUNG,MLW,,11:44:00,
31,CIPARI,CPI,,11:50:00,
32,SIDAREJA,SDR,11:56:00,11:58:00,
33,GANDRUNGMANGUN,GDM,,12:05:00,
34,KAWUNGANTEN,KWG,12:14:00,12:21:00,X KA 291 (KA 291 X)
35,JERUKLEGI,JRL,12:34:00,12:51:00,X KA 275 (KA 275 X)
36,LEBENG,LBG,,12:57:00,
37,KASUGIHAN,KH,,13:01:00,
38,MAOS,MA,13:04:00,13:06:00,
39,SIKAMPUH,SKP,,13:12:00,
40,KROYA,KYA,13:18:00,13:39:00,(KA 69 X)
