No.,station_name,station_code,arrival_time,departure_time,notes
1,BANDUNG,BD,,07:35:00,
2,CIKUDAPATEUH,CTH,,-,
3,KIARACONDONG,KAC,,07:42:30,
4,GEDEBAGE,GDB,,07:48:00,
5,CIMEKAR,CMK,,-,
6,RANCAEKEK,RCK,,07:53:00,// KA 348 (KA 348 =)
7,HAURPUGUR,HRP,,07:57:00,
8,CICALENGKA,CCL,,08:00:00,
9,NAGREG,NG,,08:13:00,
10,LEBAKJERO,LBJ,,08:21:00,
11,LELES,LL,,08:30:30,
12,KARANGSARI,KRAI,,08:35:30,
13,LEUWIGOONG,LO,,-,
14,CIBATU,CB,,08:43:00,X KA 305 (KA 305 X)
15,WARUNGBANDREK,WB,,08:50:00,
16,BUMIWALUYA,BMW,,09:02:00,
17,CIPEUNDEUY,CPD,09:13:00,09:23:00,
18,CIRAHAYU,CAA,,09:35:00,
19,CIAWI,CAW,,09:43:00,
20,RAJAPOLAH,RJP,,09:51:00,
21,INDIHIANG,IH,,09:57:00,
22,TASIKMALAYA,TSM,10:02:00,10:06:00,
23,AWIPARI,AW,,10:12:00,
24,MANONJAYA,MNJ,,10:15:00,X KA 283 (KA 283 X)
25,CIAMIS,CI,,10:25:00,
26,BOJONG,BJG,,10:32:00,
27,KARANGPUCUNG,KNP,,10:39:00,
28,BANJAR,BJR,10:45:00,10:48:00,
29,LANGEN,LN,,10:56:00,
30,MELUWUNG,MLW,,11:00:30,
31,CIPARI,CPI,,11:05:00,X KA 77 (KA 77 X)
32,SIDAREJA,SDR,,11:09:00,
33,GANDRUNGMANGUN,GDM,,11:13:00,
34,KAWUNGANTEN,KWG,,11:18:00,
35,JERUKLEGI,JRL,,11:28:30,
36,LEBENG,LBG,,11:32:00,
37,KASUGIHAN,KH,,11:35:00,
38,MAOS,MA,,11:36:00,
39,SIKAMPUH,SKP,,11:40:00,X KA 291 (KA 291 X)
40,KROYA,KYA,11:46:00,11:49:00,
41,KEMRANJEN,KJ,,11:55:00,
42,SUMPIUH,SPH,,11:58:00,
43,TAMBAK,TBK,,12:01:00,
44,IJO,IJ,,12:03:30,
45,GOMBONG,GB,,12:08:00,
46,KARANGANYAR,KA,,12:13:00,// KA 114 (KA 114 =)
47,SRUWENG,SRW,,12:15:00,
48,KEBUMEN,KM,,12:20:00,
49,WONOSARI,WNS,,12:23:00,
50,KUTOWINANGUN,KWN,,12:25:00,
51,PREMBUN,PRB,,12:29:00,
52,BUTUH,BTH,,12:33:00,
53,KUTOARJO,KTA,12:38:00,12:41:00,
54,JENAR,JN,,12:50:00,
55,WOJO,WJ,,12:55:00,
56,KEDUNDANG,KDG,,12:58:30,
57,WATES,WT,,13:02:00,
58,SENTOLO,STL,,13:11:00,
59,REWULU,RWL,,13:17:00,
60,PATUKAN,PTN,,13:19:30,
61,YOGYAKARTA,YK,13:24:00,13:27:00,
62,LEMPUYANGAN,LPN,,13:30:00,
63,MAGUWO,MGW,,13:34:00,
64,BRAMBANAN,BBN,,13:38:30,
65,SROWOT,SWT,,13:42:00,
66,KLATEN,KT,,13:46:00,// KA 78 (KA 78 =)
67,CEPER,CE,,13:52:00,
68,DELANGGU,DL,,13:56:00,
69,GAWOK,GW,,13:59:00,
70,PURWOSARI,PWS,,14:03:00,
71,SOLOBALAPAN,SLO,14:07:00,14:10:00,
72,SOLOJEBRES,SK,,14:14:00,
73,PALUR,PL,,14:16:30,
74,KEMIRI,KMR,,14:19:00,
75,MASARAN,MSR,,14:24:00,
76,SRAGEN,SR,,14:29:00,
77,KEBONROMO,KRO,,14:33:00,
78,KEDUNGBANTENG,KDB,,14:37:00,
79,WALIKUKUN,WK,,14:45:00,// KA 2602 (KA 2602 =)
80,KEDUNGGALAR,KG,,14:50:00,
81,NGAWI,NGW,,14:55:00,
82,GENENG,GG,,14:59:00,
83,MAGETAN,MAG,,15:04:00,
84,MADIUN,MN,15:12:00,15:17:00,
85,BABADAN,BBD,,15:24:00,
86,CARUBAN,CRB,,15:29:00,
87,SARADAN,SRD,,15:34:00,
88,BAGOR,BGR,,15:44:00,
89,NGANJUK,NJ,,15:48:00,
90,SUKOMORO,SKM,,15:51:00,
91,BARON,BRN,,15:57:00,
92,KERTOSONO,KTS,16:03:00,16:06:00,
93,SEMBUNG,SMB,,16:12:00,
94,JOMBANG,JG,16:19:00,16:21:00,
95,PETERONGAN,PTR,,-,
96,SUMOBITO,SBO,,16:30:00,
97,CURAHMALANG,CRM,,-,
98,MOJOKERTO,MR,16:39:00,16:41:00,
99,TARIK,TRK,,16:49:00,
100,KEDINDING,KDN,,-,
101,KRIAN,KRN,,16:56:00,
102,BOHARAN,BH,,-,
103,SEPANJANG,SPJ,,17:04:00,
104,WONOKROMO,WO,,17:09:00,// KA 458 (KA 458 =)
105,NGAGEL,NGA,,-,
106,SURABAYAGUBENG,SGU,17:15:00,,
