0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Gambir (GMR),,19:55:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,20:04:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,20:09:00,
7,Bekasi (BKS),20:19:00,20:21:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,20:28:00,// KA 5158 (KA 5158 =)
10  Cibitung (CIT),,Ls,-,
11,Telaga Murni (TLM),Ls,-,
12  Cikarang (CKR),,20:35:00,20:37:00,
13,Lemahabang (LMB),Ls,20:41:00,
,14  Kedunggedeh (KDH),Ls,20:46:00,
15  Karawang (KW),,Ls,20:50:00,
16  Klari (KLI),,Ls,20:54:00,// KA 338 (KA 338 =)
17  Kosambi (KOS),,Ls,20:56:00,
18  Dawuan (DWN),,Ls,21:00:00,
19  Cikampek (CKP),,Ls,21:03:00,
20,Tanjungrasa (TJS),Ls,21:10:00,
21,Pabuaran (PAB),Ls,21:13:00,
22,Pringkasap (PRI),Ls,21:16:00,
23,Pasirbungur (PAS),Ls,21:19:00,
24  Cikaum (CKM),,Ls,21:22:00,// KA 304 (KA 304 =)
25,Pegadenbaru (PGB),Ls,21:27:00,
26  Cipunegara (CRA),,Ls,21:31:00,
27  Haurgeulis (HGL),,Ls,21:35:00,
28  Cilegeh (CLH),,Ls,21:41:00,
,29  Kadokangabus (KAB),Ls,21:46:00,
30,Terisi (TIS),Ls,21:50:00,
31,Telagasari (TLS),Ls,21:55:00,
32,Jatibarang (JTB),Ls,22:01:00,
,33  Kertasemaya (KTM),Ls,22:06:00,
,34  Arjawinangun (AWN),Ls,22:15:00,
35  Bangoduwa (BDW),,Ls,22:19:00,
36  Cangkring (CNK),,Ls,22:23:00,
37  Cirebon (CN),,22:29:00,22:36:00,
,38  Cirebon Prujakan (CNP),Ls,22:40:00,
,39  Waruduwur (WDW),Ls,22:47:00,
40  Babakan (BBK),,Ls,22:55:00,
41,Losari (LOS),Ls,23:00:00,
