0,1,2,3,4
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,12:10:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),12:21:00,12:23:00,
6,Bekasi (BKS),12:36:00,12:38:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,12:45:00,// KA 5086 (KA 5086 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11  Cikarang (CKR),,Ls,12:52:00,
12,Lemahabang (LMB),Ls,12:55:00,// KA 2522 (KA 2522 =)
,13  Kedunggedeh (KDH),Ls,13:02:00,
14  Karawang (KW),,13:08:00,13:10:00,
15  Klari (KLI),,Ls,13:16:00,
16  Kosambi (KOS),,Ls,13:19:00,
17  Dawuan (DWN),,Ls,13:24:00,
18  Cikampek (CKP),,Ls,13:27:00,
19,Tanjungrasa (TJS),Ls,13:35:00,
20,Pabuaran (PAB),Ls,13:38:00,
21,Pringkasap (PRI),Ls,13:42:00,
22,Pasirbungur (PAS),Ls,13:46:00,
23  Cikaum (CKM),,Ls,13:50:00,
24,Pegadenbaru (PGB),Ls,13:56:00,
25  Cipunegara (CRA),,Ls,14:01:00,
26  Haurgeulis (HGL),,Ls,14:05:00,
27  Cilegeh (CLH),,Ls,14:12:00,
,28  Kadokangabus (KAB),Ls,14:18:00,
29,Terisi (TIS),Ls,14:22:00,
30,Telagasari (TLS),Ls,14:28:00,
31,Jatibarang (JTB),Ls,14:35:00,
,32  Kertasemaya (KTM),Ls,14:41:00,
,33  Arjawinangun (AWN),Ls,14:51:00,
34  Bangoduwa (BDW),,Ls,14:55:00,
35  Cangkring (CNK),,Ls,14:58:00,
36  Cirebon (CN),,15:05:00,15:10:00,
,37  Cirebon Prujakan (CNP),Ls,15:14:00,
,38  Waruduwur (WDW),Ls,15:22:00,
39  Babakan (BBK),,Ls,15:31:00,
40,Losari (LOS),Ls,15:37:00,
41,Tanjung (TGN),Ls,15:43:00,
42  Brebes (BB),,Ls,15:57:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
43,Tegal (TG),16:08:00,16:13:00,
44,Larangan (LR),Ls,16:18:00,
45,Surodadi (SD),Ls,16:25:00,
46,Pemalang (PML),Ls,16:35:00,
47,Petarukan (PTA),Ls,16:40:00,
48  Comal (CO),,Ls,16:47:00,
49,Sragi (SRI),Ls,16:50:00,
