No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),19:36:00,19:45:00,
2,Tandes (TES),Ls,19:50:00,
3,Kandangan (KDA),Ls,19:52:00,
4,Benowo (BNW),Ls,19:55:00,
5,Cerme (CME),Ls,19:58:00,
6,Duduk (DD),Ls,20:04:00,
7,Lamongan (LMG),20:13:00,20:15:00,
8,Surabayan (SBN),Ls,20:21:00,
9,Pucuk (PC),Ls,20:26:00,
10,Gembong (GEB),Ls,20:29:00,
11,Babat (BBT),Ls,20:33:00,
12,Bowerno (BWO),Ls,20:39:00,
13,Sumberrejo (SRJ),Ls,20:47:00,
14,Kapas (KPS),Ls,20:51:00,
15,Bojonegoro (BJ),20:58:00,21:01:00,
16,Kalitidu (KIT),Ls,21:11:00,
17,Tobo (TBO),Ls,21:20:00,
18,Cepu (CU),21:25:00,21:28:00,
19,Kapuan (KPA),Ls,21:33:00,
20,Wadu (WDU),Ls,21:37:00,
21,Randublatung (RBG),Ls,21:44:00,
22,Doplang (DPL),Ls,21:53:00,
23,Sulur (SL),Ls,21:58:00,
24,Kradenan (KNN),Ls,22:04:00,
25,Panunggalan (PNL),Ls,22:11:00,
26,Jambon (JBN),Ls,22:14:00,
27,Gambringan (GBN),Ls,22:21:00,// KA 2535F JJ (KA 2535F JJ =)
28,Ngrombo (NBO),22:24:00,22:26:00,
29,Sedadi (SDI),Ls,22:30:00,
30,Karangjati (KGT),Ls,22:35:00,
31,Gubug (GUB),Ls,22:42:00,
32,Tegowanu (TGW),Ls,22:46:00,
33,Brumbung (BBG),Ls,22:51:00,
34,Alastua (ATA),Ls,22:55:00,
35,Semarang Tawang (SMT),23:03:00,23:09:00,
36,Semarang Poncol (SMC),Ls,23:14:00,
37,Jerakah (JRK),Ls,23:18:00,
38,Mangkang (MKG),Ls,23:22:00,
39,Kaliwungu (KLN),Ls,23:25:00,
40,Kalibodri (KBD),Ls,23:33:00,
41,Weleri (WLR),Ls,23:38:00,
42,Krengseng (KNS),Ls,23:41:00,
43,Plabuan (PLB),Ls,23:47:00,
44,Kuripan (KRP),Ls,23:52:00,
45,Ujungnegoro (UJN),Ls,00:00:00,
46,Batang (BTG),Ls,00:03:00,
47,Pekalongan (PK),00:11:00,00:14:00,
48,Sragi (SRI),Ls,00:23:00,
49,Comal (CO),Ls,00:26:00,
50,Petarukan (PTA),Ls,00:32:00,
51,Pemalang (PML),Ls,00:36:00,
52,Surodadi (SD),Ls,00:43:00,
53,Larangan (LR),Ls,00:49:00,
54,Tegal (TG),00:54:00,00:57:00,
55,Brebes (BB),Ls,01:05:00,
56,Tanjung (TGN),Ls,01:16:00,
57,Losari (LOS),Ls,01:21:00,
58,Babakan (BBK),Ls,01:26:00,
59,Waruduwur (WDW),Ls,01:33:00,
60,Cirebon Prujakan (CNP),Ls,01:39:00,
61,Cirebon (CN),01:42:00,01:47:00,
62,Cangkring (CNK),Ls,01:53:00,
63,Bangoduwa (BDW),Ls,01:56:00,
64,Arjawinangun (AWN),Ls,01:59:00,
65,Kertasemaya (KTM),Ls,02:08:00,
66,Jatibarang (JTB),Ls,02:14:00,
67,Telagasari (TLS),Ls,02:20:00,
68,Terisi (TIS),Ls,02:25:00,
69,Kadokangabus (KAB),Ls,02:29:00,
70,Cilegeh (CLH),Ls,02:34:00,
71,Haurgeulis (HGL),Ls,02:40:00,
72,Cipunegara (CRA),Ls,02:44:00,
73,Pegadenbaru (PGB),Ls,02:49:00,
74,Cikaum (CKM),Ls,02:54:00,
75,Pasirbungur (PAS),Ls,02:58:00,
76,Pringkasap (PRI),Ls,03:01:00,
77,Pabuaran (PAB),Ls,03:04:00,
78,Tanjungrasa (TJS),Ls,03:07:00,
79,Cikampek (CKP),Ls,03:14:00,
80,Dawuan (DWN),Ls,03:17:00,
81,Kosambi (KOS),Ls,03:21:00,
82,Klari (KLI),Ls,03:23:00,
83,Karawang (KW),03:28:00,03:30:00,
84,Kedunggedeh (KDH),Ls,03:35:00,
85,Lemahabang (LMB),Ls,03:40:00,
86,Cikarang (CKR),03:44:00,03:46:00,
87,Telaga Murni (TLM),Ls,-,
88,Cibitung (CIT),Ls,-,
89,Tambun (TB),Ls,03:54:00,
90,Bekasitimur (BKST),Ls,-,
91,Bekasi (BKS),Ls,04:00:00,
92,Jatinegara (JNG),04:12:00,04:14:00,
93,Matraman (MTR),Ls,-,
94,Manggarai (MRI),Ls,04:20:00,
95,Cikini (CKI),Ls,-,
96,Gondangdia (GDD),Ls,-,
97,Gambir (GMR),04:30:00,,
