No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),,07:50:00,
2,Tandes (TES),Ls,07:55:00,
3,Kandangan (KDA),Ls,07:57:00,
4,Benowo (BNW),Ls,08:00:00,
5,Cerme (CME),Ls,08:03:00,
6,Duduk (DD),Ls,08:09:00,
7,Lamongan (LMG),Ls,08:17:00,
8,Surabayan (SBN),Ls,08:22:00,
9,Pucuk (PC),Ls,08:27:00,
10,Gembong (GEB),Ls,08:31:00,
11,Babat (BBT),Ls,08:35:00,
12,Bowerno (BWO),Ls,08:41:00,
13,Sumberrejo (SRJ),Ls,08:49:00,
14,Kapas (KPS),Ls,08:54:00,
15,Bojonegoro (BJ),09:00:00,09:03:00,
16,Kalitidu (KIT),Ls,09:13:00,
17,Tobo (TBO),Ls,09:22:00,
18,Cepu (CU),09:29:00,09:31:00,
19,Kapuan (KPA),Ls,09:36:00,
20,Wadu (WDU),Ls,09:40:00,
21,Randublatung (RBG),Ls,09:47:00,// KA 2523 (KA 2523 =)
22,Doplang (DPL),Ls,09:55:00,
23,Sulur (SL),Ls,10:00:00,
24,Kradenan (KNN),Ls,10:06:00,// KA 233F JJ (KA 233F JJ =)
25,Panunggalan (PNL),Ls,10:13:00,
26,Jambon (JBN),Ls,10:16:00,
27,Gambringan (GBN),Ls,10:23:00,
28,Ngrombo (NBO),Ls,10:25:00,
29,Sedadi (SDI),Ls,10:28:00,
30,Karangjati (KGT),Ls,10:33:00,// KA 495 (KA 495 =)
31,Gubug (GUB),Ls,10:40:00,
32,Tegowanu (TGW),Ls,10:44:00,
33,Brumbung (BBG),Ls,10:49:00,
34,Alastua (ATA),Ls,10:53:00,
35,Semarang Tawang (SMT),11:01:00,11:06:00,// KA 2509 (KA 2509 =)
36,Semarang Poncol (SMC),Ls,11:11:00,
37,Jerakah (JRK),Ls,11:15:00,
38,Mangkang (MKG),Ls,11:19:00,
39,Kaliwungu (KLN),Ls,11:22:00,
40,Kalibodri (KBD),Ls,11:30:00,
41,Weleri (WLR),Ls,11:35:00,// KA 183 (KA 183 =)
42,Krengseng (KNS),Ls,11:38:00,
43,Plabuan (PLB),Ls,11:44:00,
44,Kuripan (KRP),Ls,11:49:00,
45,Ujungnegoro (UJN),Ls,11:58:00,
46,Batang (BTG),Ls,12:01:00,
47,Pekalongan (PK),12:09:00,12:11:00,
48,Sragi (SRI),Ls,12:20:00,
49,Comal (CO),Ls,12:23:00,
50,Petarukan (PTA),Ls,12:29:00,
51,Pemalang (PML),Ls,12:33:00,
52,Surodadi (SD),Ls,12:40:00,
53,Larangan (LR),Ls,12:46:00,
54,Tegal (TG),12:51:00,12:53:00,
55,Brebes (BB),Ls,13:01:00,
56,Tanjung (TGN),Ls,13:12:00,
57,Losari (LOS),Ls,13:17:00,
58,Babakan (BBK),Ls,13:22:00,
59,Waruduwur (WDW),Ls,13:29:00,
60,Cirebon Prujakan (CNP),Ls,13:35:00,
61,Cirebon (CN),13:38:00,13:43:00,
62,Cangkring (CNK),Ls,13:50:00,
63,Bangoduwa (BDW),Ls,13:53:00,
64,Arjawinangun (AWN),Ls,13:56:00,// KA 2529 (KA 2529 =)
65,Kertasemaya (KTM),Ls,14:05:00,
66,Jatibarang (JTB),Ls,14:10:00,
67,Telagasari (TLS),Ls,14:16:00,
68,Terisi (TIS),Ls,14:21:00,
69,Kadokangabus (KAB),Ls,14:25:00,
70,Cilegeh (CLH),Ls,14:30:00,
71,Haurgeulis (HGL),Ls,14:36:00,
72,Cipunegara (CRA),Ls,14:40:00,
73,Pegadenbaru (PGB),Ls,14:45:00,
74,Cikaum (CKM),Ls,14:50:00,// KA 2703 (KA 2703 =)
75,Pasirbungur (PAS),Ls,14:54:00,
76,Pringkasap (PRI),Ls,14:57:00,
77,Pabuaran (PAB),Ls,15:00:00,
78,Tanjungrasa (TJS),Ls,15:03:00,
79,Cikampek (CKP),Ls,15:10:00,
80,Dawuan (DWN),Ls,15:13:00,
81,Kosambi (KOS),Ls,15:17:00,
82,Klari (KLI),Ls,15:19:00,
83,Karawang (KW),Ls,15:23:00,
84,Kedunggedeh (KDH),Ls,15:27:00,
85,Lemahabang (LMB),Ls,15:33:00,
86,Cikarang (CKR),Ls,15:36:00,
87,Telaga Murni (TLM),Ls,-,
88,Cibitung (CIT),Ls,-,
89,Tambun (TB),Ls,15:43:00,
90,Bekasitimur (BKST),Ls,-,
91,Bekasi (BKS),15:49:00,15:51:00,
92,Jatinegara (JNG),16:02:00,16:04:00,
93,Matraman (MTR),Ls,-,
94,Manggarai (MRI),Ls,16:10:00,
95,Cikini (CKI),Ls,-,
96,Gondangdia (GDD),Ls,-,
97,Gambir (GMR),16:20:00,,
