No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),,21:15:00,
2,Tandes (TES),Ls,21:20:00,
3,Kandangan (KDA),Ls,21:22:00,
4,Benowo (BNW),Ls,21:25:00,
5,Cerme (CME),Ls,21:28:00,
6,Duduk (DD),Ls,21:34:00,
7,Lamongan (LMG),Ls,21:41:00,
8,Surabayan (SBN),Ls,21:46:00,
9,Pucuk (PC),Ls,21:51:00,
10,Gembong (GEB),Ls,21:54:00,
11,Babat (BBT),Ls,21:57:00,
12,Bowerno (BWO),Ls,22:02:00,
13,Sumberrejo (SRJ),Ls,22:10:00,
14,Kapas (KPS),Ls,22:14:00,
15,Bojonegoro (BJ),Ls,22:18:00,
16,Kalitidu (KIT),Ls,22:27:00,
17,Tobo (TBO),Ls,22:36:00,
18,Cepu (CU),Ls,22:40:00,
19,Kapuan (KPA),Ls,22:44:00,
20,Wadu (WDU),Ls,22:48:00,
21,Randublatung (RBG),Ls,22:55:00,
22,Doplang (DPL),Ls,23:04:00,
23,Sulur (SL),Ls,23:09:00,
24,Kradenan (KNN),Ls,23:15:00,
25,Panunggalan (PNL),Ls,23:21:00,
26,Jambon (JBN),Ls,23:24:00,
27,Gambringan (GBN),Ls,23:30:00,
28,Ngrombo (NBO),Ls,23:31:00,
29,Sedadi (SDI),Ls,23:34:00,
30,Karangjati (KGT),Ls,23:39:00,
31,Gubug (GUB),Ls,23:46:00,
32,Tegowanu (TGW),Ls,23:50:00,// KA 2535F JJ (KA 2535F JJ =)
33,Brumbung (BBG),Ls,23:55:00,
34,Alastua (ATA),Ls,23:59:00,
35,Semarang Tawang (SMT),00:07:00,00:10:00,
36,Semarang Poncol (SMC),Ls,00:14:00,
37,Jerakah (JRK),Ls,00:18:00,
38,Mangkang (MKG),Ls,00:22:00,
39,Kaliwungu (KLN),Ls,00:25:00,
40,Kalibodri (KBD),Ls,00:33:00,
41,Weleri (WLR),Ls,00:38:00,
42,Krengseng (KNS),Ls,00:41:00,
43,Plabuan (PLB),Ls,00:47:00,
44,Kuripan (KRP),Ls,00:52:00,
45,Ujungnegoro (UJN),Ls,01:00:00,
46,Batang (BTG),Ls,01:03:00,
47,Pekalongan (PK),Ls,01:10:00,
48,Sragi (SRI),Ls,01:17:00,
49,Comal (CO),Ls,01:20:00,
50,Petarukan (PTA),Ls,01:25:00,
51,Pemalang (PML),Ls,01:29:00,// KA 177 (KA 177 =)
52,Surodadi (SD),Ls,01:36:00,
53,Larangan (LR),Ls,01:42:00,
54,Tegal (TG),Ls,01:45:00,
55,Brebes (BB),Ls,01:52:00,
56,Tanjung (TGN),Ls,02:03:00,
57,Losari (LOS),Ls,02:08:00,
58,Babakan (BBK),Ls,02:13:00,
59,Waruduwur (WDW),Ls,02:20:00,
60,Cirebon Prujakan (CNP),Ls,02:26:00,
61,Cirebon (CN),02:29:00,02:32:00,
62,Cangkring (CNK),Ls,02:38:00,
63,Bangoduwa (BDW),Ls,02:41:00,
64,Arjawinangun (AWN),Ls,02:44:00,
65,Kertasemaya (KTM),Ls,02:53:00,
66,Jatibarang (JTB),Ls,02:58:00,// KA 149 (KA 149 =)
67,Telagasari (TLS),Ls,03:04:00,
68,Terisi (TIS),Ls,03:09:00,
69,Kadokangabus (KAB),Ls,03:13:00,
70,Cilegeh (CLH),Ls,03:18:00,
71,Haurgeulis (HGL),Ls,03:24:00,
72,Cipunegara (CRA),Ls,03:28:00,
73,Pegadenbaru (PGB),Ls,03:33:00,
74,Cikaum (CKM),Ls,03:38:00,
75,Pasirbungur (PAS),Ls,03:41:00,
76,Pringkasap (PRI),Ls,03:44:00,
77,Pabuaran (PAB),Ls,03:47:00,
78,Tanjungrasa (TJS),Ls,03:50:00,
79,Cikampek (CKP),Ls,03:57:00,
80,Dawuan (DWN),Ls,04:00:00,
81,Kosambi (KOS),Ls,04:04:00,
82,Klari (KLI),Ls,04:06:00,
83,Karawang (KW),Ls,04:10:00,
84,Kedunggedeh (KDH),Ls,04:14:00,
85,Lemahabang (LMB),Ls,04:19:00,
86,Cikarang (CKR),Ls,04:22:00,
87,Telaga Murni (TLM),Ls,-,
88,Cibitung (CIT),Ls,-,
89,Tambun (TB),Ls,04:29:00,// KA 5027 (KA 5027 =)
90,Bekasitimur (BKST),Ls,-,
91,Bekasi (BKS),Ls,04:34:00,
92,Jatinegara (JNG),Ls,04:45:00,
93,Matraman (MTR),Ls,-,
94,Manggarai (MRI),Ls,04:50:00,
95,Cikini (CKI),Ls,-,
96,Gondangdia (GDD),Ls,-,
97,Gambir (GMR),05:00:00,,
